id,contestId,index,title,rating,tags
1525D,1525,D,Armchairs,1800.0,"['dp', 'flows', 'graph matchings', 'greedy']"
1525C,1525,C,Robot Collisions,2000.0,"['data structures', 'greedy', 'implementation', 'sortings']"
1525B,1525,B,Permutation Sort,900.0,"['constructive algorithms', 'greedy']"
1525A,1525,A,Potion-making,800.0,"['math', 'number theory']"
1523H,1523,H,Hopping Around the Array ,3500.0,"['data structures', 'dp']"
1523G,1523,G,Try Booking,3200.0,"['data structures', 'divide and conquer']"
1523F,1523,F,Favorite Game,3300.0,"['bitmasks', 'dp']"
1523E,1523,E,Crypto Lights,2600.0,"['combinatorics', 'dp', 'math', 'probabilities']"
1523D,1523,D,Love-Hate,2400.0,"['bitmasks', 'brute force', 'dp', 'probabilities']"
1523C,1523,C,Compression and Expansion,1600.0,"['brute force', 'data structures', 'greedy', 'implementation', 'trees']"
1523B,1523,B,Lord of the Values,1100.0,['constructive algorithms']
1523A,1523,A,Game of Life,800.0,['implementation']
1521E,1521,E,Nastia and a Beautiful Matrix,2700.0,"['binary search', 'constructive algorithms', 'dp', 'greedy']"
1521D,1521,D,Nastia Plays with a Tree,2500.0,"['constructive algorithms', 'data structures', 'dfs and similar', 'dp', 'dsu', 'greedy', 'implementation', 'trees']"
1521C,1521,C,Nastia and a Hidden Permutation,2000.0,"['constructive algorithms', 'interactive']"
1521B,1521,B,Nastia and a Good Array,1300.0,"['constructive algorithms', 'math', 'number theory']"
1521A,1521,A,Nastia and Nearly Good Numbers,1000.0,"['constructive algorithms', 'math', 'number theory']"
1520G,1520,G,To Go Or Not To Go?,2200.0,"['brute force', 'dfs and similar', 'graphs', 'greedy', 'implementation', 'shortest paths']"
1520F2,1520,F2,Guess the K-th Zero (Hard version),2200.0,"['binary search', 'constructive algorithms', 'data structures', 'interactive']"
1520F1,1520,F1,Guess the K-th Zero (Easy version),1600.0,"['binary search', 'interactive']"
1520E,1520,E,Arranging The Sheep,1400.0,"['greedy', 'math']"
1520D,1520,D,Same Differences,1200.0,"['data structures', 'hashing', 'math']"
1520C,1520,C,Not Adjacent Matrix,1000.0,['constructive algorithms']
1520B,1520,B,Ordinary Numbers,800.0,"['brute force', 'math', 'number theory']"
1520A,1520,A,Do Not Be Distracted!,800.0,"['brute force', 'implementation']"
1519F,1519,F,Chests and Keys,3200.0,"['bitmasks', 'brute force', 'dfs and similar', 'dp', 'flows']"
1519E,1519,E,Off by One,2700.0,"['constructive algorithms', 'dfs and similar', 'geometry', 'graphs', 'sortings', 'trees']"
1519D,1519,D,Maximum Sum of Products,1600.0,"['brute force', 'dp', 'implementation', 'math', 'two pointers']"
1519C,1519,C,Berland Regional,1400.0,"['brute force', 'data structures', 'greedy', 'number theory', 'sortings']"
1519B,1519,B,The Cake Is a Lie,800.0,"['dp', 'math']"
1519A,1519,A,Red and Blue Beans,800.0,['math']
1517H,1517,H,Fly Around the World,3500.0,"['dp', 'geometry']"
1517G,1517,G,Starry Night Camping,3300.0,"['constructive algorithms', 'flows', 'graphs']"
1517F,1517,F,Reunion,3200.0,"['combinatorics', 'dp', 'trees']"
1517E,1517,E,Group Photo,2500.0,"['binary search', 'data structures', 'implementation', 'two pointers']"
1517D,1517,D,Explorer Space,1800.0,"['dp', 'graphs', 'shortest paths']"
1517C,1517,C,Fillomino 2,1400.0,"['constructive algorithms', 'dfs and similar', 'greedy', 'implementation']"
1517B,1517,B,Morning Jogging,1200.0,"['constructive algorithms', 'greedy', 'sortings']"
1517A,1517,A,Sum of 2050,800.0,"['greedy', 'math']"
1516E,1516,E,Baby Ehab Plays with Permutations,2500.0,"['combinatorics', 'dp', 'math']"
1516D,1516,D,Cut,2100.0,"['binary search', 'data structures', 'dp', 'graphs', 'number theory', 'two pointers']"
1516C,1516,C,Baby Ehab Partitions Again,1700.0,"['bitmasks', 'constructive algorithms', 'dp', 'math']"
1516B,1516,B,AGAGA XOOORRR,1500.0,"['bitmasks', 'brute force', 'dp', 'greedy']"
1516A,1516,A,Tit for Tat,800.0,['greedy']
1515I,1515,I,Phoenix and Diamonds,3400.0,"['binary search', 'data structures', 'sortings']"
1515H,1515,H,Phoenix and Bits,3500.0,"['bitmasks', 'brute force', 'data structures', 'sortings']"
1515G,1515,G,Phoenix and Odometers,2700.0,"['dfs and similar', 'graphs', 'math', 'number theory']"
1515F,1515,F,Phoenix and Earthquake,2600.0,"['constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'trees']"
1515E,1515,E,Phoenix and Computers,2200.0,"['combinatorics', 'dp', 'math']"
1515D,1515,D,Phoenix and Socks,1500.0,"['greedy', 'sortings', 'two pointers']"
1515C,1515,C,Phoenix and Towers,1400.0,"['constructive algorithms', 'data structures', 'greedy']"
1515B,1515,B,Phoenix and Puzzle,1000.0,"['brute force', 'geometry', 'math', 'number theory']"
1515A,1515,A,Phoenix and Gold,800.0,"['constructive algorithms', 'greedy', 'math']"
1514E,1514,E,Baby Ehab's Hyper Apartment,2700.0,"['binary search', 'graphs', 'interactive', 'sortings', 'two pointers']"
1514D,1514,D,Cut and Stick,2000.0,"['binary search', 'data structures', 'greedy', 'implementation', 'sortings']"
1514C,1514,C,Product 1 Modulo N,1600.0,"['greedy', 'number theory']"
1514B,1514,B,"AND 0, Sum Big",1200.0,"['bitmasks', 'combinatorics', 'math']"
1514A,1514,A,Perfectly Imperfect Array,800.0,"['math', 'number theory']"
1513F,1513,F,Swapping Problem,2500.0,"['brute force', 'constructive algorithms', 'data structures', 'sortings']"
1513E,1513,E,Cost Equilibrium,2300.0,"['combinatorics', 'constructive algorithms', 'math', 'sortings']"
1513D,1513,D,GCD and MST,2000.0,"['constructive algorithms', 'dsu', 'graphs', 'greedy', 'number theory', 'sortings']"
1513C,1513,C,Add One,1600.0,"['dp', 'matrices']"
1513B,1513,B,AND Sequences,1400.0,"['bitmasks', 'combinatorics', 'constructive algorithms', 'math']"
1513A,1513,A,Array and Peaks,800.0,"['constructive algorithms', 'implementation']"
1512G,1512,G,Short Task,1700.0,"['brute force', 'dp', 'math', 'number theory']"
1512F,1512,F,Education,1900.0,"['brute force', 'dp', 'greedy', 'implementation']"
1512E,1512,E,Permutation by Sum,1600.0,"['brute force', 'greedy', 'math']"
1512D,1512,D,Corrupted Array,1200.0,"['constructive algorithms', 'data structures', 'greedy']"
1512C,1512,C,A-B Palindrome,1200.0,"['constructive algorithms', 'implementation', 'strings']"
1512B,1512,B,Almost Rectangle,800.0,['implementation']
1512A,1512,A,Spy Detected!,800.0,"['brute force', 'implementation']"
1511G,1511,G,Chips on a Board,2700.0,"['bitmasks', 'brute force', 'data structures', 'dp', 'games', 'two pointers']"
1511F,1511,F,Chainword,2700.0,"['brute force', 'data structures', 'dp', 'matrices', 'string suffix structures', 'strings']"
1511E,1511,E,Colorings and Dominoes,2100.0,"['combinatorics', 'dp', 'greedy', 'math']"
1511D,1511,D,Min Cost String,1600.0,"['brute force', 'constructive algorithms', 'graphs', 'greedy', 'strings']"
1511C,1511,C,Yet Another Card Deck,1100.0,"['brute force', 'data structures', 'implementation', 'trees']"
1511B,1511,B,GCD Length,1100.0,"['constructive algorithms', 'math', 'number theory']"
1511A,1511,A,Review Site,800.0,['greedy']
1510K,1510,K,King's Task,1200.0,"['brute force', 'graphs', 'implementation']"
1510J,1510,J,Japanese Game,2700.0,"['constructive algorithms', 'math']"
1510I,1510,I,Is It Rated?,2700.0,"['greedy', 'interactive', 'math', 'probabilities']"
1510H,1510,H,Hard Optimization,3200.0,['dp']
1510G,1510,G,Guide,2100.0,[]
1510F,1510,F,Fiber Shape,2800.0,[]
1510E,1510,E,Equilibrium Point /\textbackslash/\textbackslash,2700.0,[]
1510D,1510,D,Digits,2100.0,"['dp', 'math', 'number theory']"
1510C,1510,C,Cactus Not Enough,2900.0,"['dfs and similar', 'graph matchings', 'graphs']"
1510B,1510,B,Button Lock,2600.0,"['flows', 'graph matchings', 'graphs']"
1510A,1510,A,ASCII Automata Art,3100.0,[]
1509C,1509,C,The Sports Festival,1800.0,"['dp', 'greedy']"
1509B,1509,B,TMT Document,1100.0,['greedy']
1509A,1509,A,Average Height,800.0,['constructive algorithms']
1508F,1508,F,Optimal Encoding,3500.0,"['brute force', 'data structures']"
1508E,1508,E,Tree Calendar,3100.0,"['brute force', 'constructive algorithms', 'data structures', 'dfs and similar', 'sortings', 'trees']"
1508D,1508,D,Swap Pass,3000.0,"['constructive algorithms', 'geometry', 'sortings']"
1508C,1508,C,Complete the MST,2500.0,"['bitmasks', 'brute force', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'trees']"
1508B,1508,B,Almost Sorted,1800.0,"['binary search', 'combinatorics', 'constructive algorithms', 'implementation']"
1508A,1508,A,Binary Literature,1900.0,"['constructive algorithms', 'greedy', 'implementation', 'strings', 'two pointers']"
1506G,1506,G,Maximize the Remaining String,2000.0,"['brute force', 'data structures', 'dp', 'greedy', 'strings']"
1506F,1506,F,Triangular Paths,2000.0,"['constructive algorithms', 'graphs', 'math', 'shortest paths', 'sortings']"
1506E,1506,E,Restoring the Permutation,1500.0,"['constructive algorithms', 'implementation']"
1506D,1506,D,Epic Transformation,1400.0,"['constructive algorithms', 'data structures', 'greedy']"
1506C,1506,C,Double-ended Strings,1000.0,"['brute force', 'implementation', 'strings']"
1506B,1506,B,Partial Replacement,1100.0,"['greedy', 'implementation']"
1506A,1506,A,Strange Table,800.0,['math']
1505I,1505,I,"Mysterious language again, seriously?",2200.0,['*special']
1505H,1505,H,L BREAK into program,2500.0,['*special']
1505G,1505,G,Encoded message,2600.0,"['*special', 'implementation']"
1505F,1505,F,Math,2200.0,"['*special', 'math']"
1505E,1505,E,Cakewalk,1800.0,"['*special', 'greedy', 'implementation', 'shortest paths']"
1505D,1505,D,Xenolith? Hippodrome?,1800.0,"['*special', 'number theory']"
1505C,1505,C,Fibonacci Words,1400.0,"['*special', 'implementation']"
1505B,1505,B,DMCA,1600.0,"['*special', 'implementation', 'number theory']"
1505A,1505,A,Is it rated - 2,900.0,"['*special', 'implementation', 'interactive']"
1504B,1504,B,Flip the Bits,1200.0,"['constructive algorithms', 'greedy', 'implementation', 'math']"
1504A,1504,A, Déjà Vu,800.0,"['constructive algorithms', 'strings']"
1503F,1503,F,Balance the Cards,3500.0,"['constructive algorithms', 'data structures', 'divide and conquer', 'geometry', 'graphs', 'implementation']"
1503E,1503,E,2-Coloring,3100.0,"['combinatorics', 'dp', 'math']"
1503D,1503,D,Flip the Cards,2600.0,"['2-sat', 'constructive algorithms', 'data structures', 'greedy', 'sortings', 'two pointers']"
1503C,1503,C,Travelling Salesman Problem,2200.0,"['binary search', 'data structures', 'dp', 'greedy', 'shortest paths', 'sortings', 'two pointers']"
1503B,1503,B,3-Coloring,1700.0,"['constructive algorithms', 'games', 'interactive']"
1503A,1503,A,Balance the Bits,1600.0,"['constructive algorithms', 'greedy']"
1501B,1501,B,Napoleon Cake,900.0,"['dp', 'implementation', 'sortings']"
1501A,1501,A,Alexey and Train,800.0,['implementation']
1500F,1500,F,Cupboards Jumps,3500.0,['dp']
1500E,1500,E,Subset Trick,3300.0,"['binary search', 'data structures']"
1500D,1500,D,Tiles for Bathroom,2900.0,"['data structures', 'sortings', 'two pointers']"
1500C,1500,C,Matrix Sorting,2600.0,"['bitmasks', 'brute force', 'constructive algorithms', 'greedy', 'two pointers']"
1500B,1500,B,Two chandeliers,2200.0,"['binary search', 'brute force', 'chinese remainder theorem', 'math', 'number theory']"
1500A,1500,A,Going Home,1800.0,"['brute force', 'hashing', 'implementation', 'math']"
1499G,1499,G,Graph Coloring,3100.0,"['data structures', 'graphs', 'interactive']"
1499F,1499,F,Diameter Cuts,2400.0,"['combinatorics', 'dfs and similar', 'dp', 'trees']"
1499E,1499,E,Chaotic Merge,2400.0,"['combinatorics', 'dp', 'math', 'strings']"
1499D,1499,D,The Number of Pairs,2100.0,"['dp', 'math', 'number theory']"
1499C,1499,C,Minimum Grid Path,1500.0,"['brute force', 'data structures', 'greedy', 'math']"
1499B,1499,B,Binary Removals,1000.0,"['brute force', 'dp', 'greedy', 'implementation']"
1499A,1499,A,Domino on Windowsill,800.0,"['combinatorics', 'constructive algorithms', 'math']"
1498F,1498,F,Christmas Game,2500.0,"['bitmasks', 'data structures', 'dfs and similar', 'dp', 'games', 'math', 'trees']"
1498E,1498,E,Two Houses,2200.0,"['brute force', 'graphs', 'greedy', 'interactive', 'sortings']"
1498D,1498,D,Bananas in a Microwave,2200.0,"['dfs and similar', 'dp', 'graphs', 'implementation']"
1498C,1498,C,Planar Reflections,1600.0,"['brute force', 'data structures', 'dp']"
1498B,1498,B,Box Fitting,1300.0,"['binary search', 'bitmasks', 'data structures', 'greedy']"
1498A,1498,A,GCD Sum,800.0,"['brute force', 'math']"
1497E2,1497,E2,Square-Free Division (hard version),2500.0,"['data structures', 'dp', 'greedy', 'math', 'number theory', 'two pointers']"
1497E1,1497,E1,Square-Free Division (easy version),1700.0,"['data structures', 'dp', 'greedy', 'math', 'number theory', 'two pointers']"
1497D,1497,D,Genius,2500.0,"['bitmasks', 'dp', 'graphs', 'number theory']"
1497C2,1497,C2,k-LCM (hard version),1600.0,"['constructive algorithms', 'math']"
1497C1,1497,C1,k-LCM (easy version),1200.0,"['constructive algorithms', 'math']"
1497B,1497,B,M-arrays,1200.0,"['constructive algorithms', 'greedy', 'math']"
1497A,1497,A,Meximization,800.0,"['brute force', 'data structures', 'greedy', 'sortings']"
1496B,1496,B,Max and Mex,1100.0,['math']
1496A,1496,A,Split it!,900.0,"['brute force', 'constructive algorithms', 'greedy', 'strings']"
1495F,1495,F,Squares,3300.0,"['constructive algorithms', 'data structures', 'dp', 'graphs', 'trees']"
1495E,1495,E,Qingshan and Daniel,3200.0,"['brute force', 'data structures', 'greedy', 'implementation']"
1495D,1495,D,BFS Trees,2600.0,"['combinatorics', 'dfs and similar', 'graphs', 'math', 'shortest paths', 'trees']"
1495C,1495,C,Garden of the Sun,2300.0,"['constructive algorithms', 'graphs']"
1495B,1495,B,Let's Go Hiking,1900.0,"['games', 'greedy']"
1495A,1495,A,Diamond Miner,1200.0,"['geometry', 'greedy', 'math', 'sortings']"
1494F,1494,F,Delete The Edges,2900.0,"['brute force', 'constructive algorithms', 'dfs and similar', 'graphs', 'implementation']"
1494E,1494,E,A-Z Graph,2400.0,"['constructive algorithms', 'data structures', 'graphs', 'hashing']"
1494D,1494,D,Dogeforces,2300.0,"['constructive algorithms', 'data structures', 'dfs and similar', 'divide and conquer', 'dsu', 'greedy', 'sortings', 'trees']"
1494C,1494,C,1D Sokoban,1900.0,"['binary search', 'dp', 'greedy', 'implementation', 'two pointers']"
1494B,1494,B,Berland Crossword,1400.0,"['bitmasks', 'brute force', 'greedy', 'implementation']"
1494A,1494,A,ABC String,900.0,"['bitmasks', 'brute force', 'implementation']"
1493F,1493,F,Enchanted Matrix,2600.0,"['bitmasks', 'interactive', 'number theory']"
1493E,1493,E,Enormous XOR,2600.0,"['bitmasks', 'constructive algorithms', 'greedy', 'math', 'strings', 'two pointers']"
1493D,1493,D,GCD of an Array,2100.0,"['brute force', 'data structures', 'hashing', 'implementation', 'math', 'number theory', 'sortings', 'two pointers']"
1493C,1493,C,K-beautiful Strings,2000.0,"['binary search', 'brute force', 'constructive algorithms', 'greedy', 'strings']"
1493B,1493,B,Planet Lapituletti,1300.0,"['brute force', 'implementation']"
1493A,1493,A,Anti-knapsack,800.0,"['constructive algorithms', 'greedy']"
1492E,1492,E,Almost Fault-Tolerant Database,2500.0,"['brute force', 'constructive algorithms', 'dfs and similar', 'greedy', 'implementation']"
1492D,1492,D,Genius's Gambit,1900.0,"['bitmasks', 'constructive algorithms', 'greedy', 'math']"
1492C,1492,C,Maximum width,1500.0,"['binary search', 'data structures', 'dp', 'greedy', 'two pointers']"
1492B,1492,B,Card Deck,1100.0,"['data structures', 'greedy', 'math']"
1492A,1492,A,Three swimmers,800.0,['math']
1491I,1491,I,Ruler Of The Zoo,3500.0,"['brute force', 'data structures']"
1491H,1491,H,Yuezheng Ling and Dynamic Tree,3400.0,"['data structures', 'trees']"
1491G,1491,G,Switch and Flip,2800.0,"['constructive algorithms', 'graphs', 'math']"
1491F,1491,F,Magnets,2700.0,"['binary search', 'constructive algorithms', 'interactive']"
1491E,1491,E,Fib-tree,2400.0,"['brute force', 'dfs and similar', 'divide and conquer', 'number theory', 'trees']"
1491D,1491,D,Zookeeper and The Infinite Zoo,1800.0,"['bitmasks', 'constructive algorithms', 'dp', 'greedy', 'math']"
1491C,1491,C,Pekora and Trampoline,1700.0,"['brute force', 'data structures', 'dp', 'greedy', 'implementation']"
1491B,1491,B,Minimal Cost,1200.0,"['brute force', 'math']"
1491A,1491,A,K-th Largest Value,800.0,"['brute force', 'greedy', 'implementation']"
1490G,1490,G,Old Floppy Drive ,1900.0,"['binary search', 'data structures', 'math']"
1490F,1490,F,Equalize the Array,1500.0,"['binary search', 'data structures', 'greedy', 'math', 'sortings']"
1490E,1490,E,Accidental Victory,1400.0,"['binary search', 'data structures', 'greedy']"
1490D,1490,D,Permutation Transformation,1200.0,"['dfs and similar', 'divide and conquer', 'implementation']"
1490C,1490,C,Sum of Cubes,1100.0,"['binary search', 'brute force', 'brute force', 'math']"
1490B,1490,B,Balanced Remainders,1000.0,"['brute force', 'constructive algorithms', 'math']"
1490A,1490,A,Dense Array,800.0,"['greedy', 'math']"
1488J,1488,J,Flower Shop,3100.0,"['*special', 'data structures', 'fft', 'math']"
1488I,1488,I,Demonic Invasion,3100.0,"['*special', 'flows']"
1488H,1488,H,Build From Suffixes,2800.0,"['*special', 'combinatorics', 'data structures']"
1488G,1488,G,Painting Numbers,2500.0,"['*special', 'data structures', 'greedy', 'number theory']"
1488F,1488,F,Dogecoin,2300.0,"['*special', '*special', 'binary search', 'data structures']"
1488E,1488,E,Palindromic Doubles,2200.0,"['*special', 'data structures', 'dp']"
1488D,1488,D,Problemsolving Marathon,1900.0,"['*special', 'binary search', 'greedy']"
1488C,1488,C,Two Policemen,1900.0,"['*special', 'binary search', 'brute force', 'math']"
1488B,1488,B,RBS Deletion,1800.0,"['*special', 'greedy']"
1488A,1488,A,From Zero To Y,900.0,"['*special', 'math']"
1487G,1487,G,String Counting,2700.0,"['combinatorics', 'dp', 'fft', 'math']"
1487F,1487,F,Ones,2900.0,"['dp', 'greedy', 'shortest paths']"
1487E,1487,E,Cheap Dinner,2000.0,"['brute force', 'data structures', 'graphs', 'greedy', 'implementation', 'sortings', 'two pointers']"
1487D,1487,D,Pythagorean Triples,1500.0,"['binary search', 'brute force', 'math', 'number theory']"
1487C,1487,C,Minimum Ties,1500.0,"['brute force', 'constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'implementation', 'math']"
1487B,1487,B,Cat Cycle,1200.0,"['math', 'number theory']"
1487A,1487,A,Arena,800.0,"['implementation', 'sortings']"
1486F,1486,F,Pairs of Paths,2600.0,"['combinatorics', 'data structures', 'dfs and similar', 'dp', 'trees']"
1486E,1486,E,Paired Payment,2200.0,"['binary search', 'brute force', 'constructive algorithms', 'dp', 'flows', 'graphs', 'shortest paths']"
1486D,1486,D,Max Median,2100.0,"['binary search', 'data structures', 'dp']"
1486C2,1486,C2,Guessing the Greatest (hard version),1900.0,"['binary search', 'interactive']"
1486C1,1486,C1,Guessing the Greatest (easy version),1600.0,"['binary search', 'interactive']"
1486B,1486,B,Eastern Exhibition,1500.0,"['binary search', 'geometry', 'shortest paths', 'sortings']"
1486A,1486,A,Shifting Stacks,900.0,"['greedy', 'implementation']"
1485F,1485,F,Copy or Prefix Sum,2400.0,"['combinatorics', 'data structures', 'dp', 'sortings']"
1485E,1485,E,Move and Swap,2500.0,"['dfs and similar', 'dp', 'greedy', 'trees']"
1485D,1485,D,Multiples and Power Differences,2200.0,"['constructive algorithms', 'graphs', 'math', 'number theory']"
1485C,1485,C,Floor and Mod,1700.0,"['binary search', 'brute force', 'math', 'number theory']"
1485B,1485,B,Replace and Keep Sorted,1200.0,"['dp', 'implementation', 'math']"
1485A,1485,A,Add and Divide,1000.0,"['brute force', 'greedy', 'math', 'number theory']"
1482H,1482,H,Exam,3400.0,"['data structures', 'string suffix structures', 'trees']"
1482G,1482,G,Vabank,3200.0,"['binary search', 'interactive']"
1482F,1482,F,Useful Edges,2400.0,"['graphs', 'shortest paths']"
1482E,1482,E,Skyline Photo,2100.0,"['data structures', 'divide and conquer', 'dp']"
1482D,1482,D,Playlist,1900.0,"['data structures', 'dsu', 'implementation', 'shortest paths']"
1482C,1482,C,Basic Diplomacy,1600.0,"['brute force', 'constructive algorithms', 'greedy', 'implementation']"
1482B,1482,B,Restore Modulo,1500.0,"['implementation', 'math']"
1482A,1482,A,Prison Break,800.0,['math']
1481F,1481,F,AB Tree,3100.0,"['dp', 'greedy', 'trees']"
1481E,1481,E,Sorting Books,2500.0,"['data structures', 'dp', 'greedy']"
1481D,1481,D,AB Graph,2000.0,"['brute force', 'constructive algorithms', 'graphs', 'greedy', 'implementation']"
1481C,1481,C,Fence Painting,1600.0,"['brute force', 'constructive algorithms', 'greedy']"
1481B,1481,B,New Colony,1100.0,"['brute force', 'greedy', 'implementation']"
1481A,1481,A,Space Navigation ,800.0,"['greedy', 'strings']"
1480B,1480,B,The Great Hero,900.0,"['greedy', 'implementation', 'sortings']"
1480A,1480,A,Yet Another String Game,800.0,"['games', 'greedy', 'strings']"
1479E,1479,E,School Clubs,3500.0,"['dp', 'fft', 'math', 'number theory', 'probabilities']"
1479D,1479,D,Odd Mineral Resource,2900.0,"['binary search', 'bitmasks', 'brute force', 'data structures', 'probabilities', 'trees']"
1479C,1479,C,Continuous City,2500.0,"['bitmasks', 'constructive algorithms']"
1479B2,1479,B2,Painting the Array II,2100.0,"['constructive algorithms', 'data structures', 'dp', 'greedy', 'implementation']"
1479B1,1479,B1,Painting the Array I,1900.0,"['constructive algorithms', 'data structures', 'dp', 'greedy', 'implementation']"
1479A,1479,A,Searching Local Minimum,1700.0,"['binary search', 'interactive', 'ternary search']"
1478C,1478,C,Nezzar and Symmetric Array,1700.0,"['implementation', 'math', 'sortings']"
1478B,1478,B,Nezzar and Lucky Number,1100.0,"['brute force', 'dp', 'greedy', 'math']"
1478A,1478,A,Nezzar and Colorful Balls,800.0,"['brute force', 'greedy']"
1477F,1477,F,Nezzar and Chocolate Bars,3500.0,"['combinatorics', 'fft', 'math', 'probabilities']"
1477E,1477,E,Nezzar and Tournaments,3300.0,"['data structures', 'greedy']"
1477D,1477,D,Nezzar and Hidden Permutations,2800.0,"['constructive algorithms', 'dfs and similar', 'graphs']"
1477C,1477,C,Nezzar and Nice Beatmap,2200.0,"['constructive algorithms', 'geometry', 'greedy', 'math', 'sortings']"
1477B,1477,B,Nezzar and Binary String,1900.0,"['data structures', 'greedy']"
1477A,1477,A,Nezzar and Board,1800.0,"['constructive algorithms', 'math', 'number theory']"
1476G,1476,G,Minimum Difference,3100.0,"['data structures', 'hashing', 'sortings', 'two pointers']"
1476F,1476,F,Lanterns,3000.0,"['binary search', 'data structures', 'dp']"
1476E,1476,E,Pattern Matching,2300.0,"['bitmasks', 'data structures', 'dfs and similar', 'graphs', 'hashing', 'sortings', 'strings']"
1476D,1476,D,Journey,1700.0,"['dfs and similar', 'dp', 'dsu', 'implementation']"
1476C,1476,C,Longest Simple Cycle,1600.0,"['dp', 'graphs', 'greedy']"
1476B,1476,B,Inflation,1300.0,"['binary search', 'brute force', 'greedy', 'math']"
1476A,1476,A,K-divisible Sum,1000.0,"['binary search', 'constructive algorithms', 'greedy', 'math']"
1475G,1475,G,Strange Beauty,1900.0,"['dp', 'math', 'number theory', 'sortings']"
1475F,1475,F,Unusual Matrix,1900.0,"['2-sat', 'brute force', 'constructive algorithms']"
1475E,1475,E,Advertising Agency,1600.0,"['combinatorics', 'math', 'sortings']"
1475D,1475,D,Cleaning the Phone,1800.0,"['binary search', 'dp', 'sortings', 'two pointers']"
1475C,1475,C,Ball in Berland,1400.0,"['combinatorics', 'graphs', 'math']"
1475B,1475,B,New Year's Number,900.0,"['brute force', 'dp', 'math']"
1475A,1475,A,Odd Divisor,900.0,"['math', 'number theory']"
1474F,1474,F,1 2 3 4 ...,3000.0,"['dp', 'math', 'matrices']"
1474E,1474,E,What Is It?,2500.0,"['constructive algorithms', 'greedy']"
1474D,1474,D,Cleaning,2200.0,"['data structures', 'dp', 'greedy', 'math']"
1474C,1474,C,Array Destruction,1700.0,"['brute force', 'constructive algorithms', 'data structures', 'greedy', 'implementation', 'sortings']"
1474B,1474,B,Different Divisors,1000.0,"['binary search', 'constructive algorithms', 'greedy', 'math', 'number theory']"
1474A,1474,A,Puzzle From the Future,800.0,['greedy']
1473G,1473,G,Tiles,2800.0,"['combinatorics', 'dp', 'fft', 'math']"
1473F,1473,F,Strange Set,2700.0,"['flows', 'math']"
1473E,1473,E,Minimum Path,2400.0,"['graphs', 'shortest paths']"
1473D,1473,D,Program,1700.0,"['data structures', 'dp', 'implementation', 'strings']"
1473C,1473,C,No More Inversions,1500.0,"['constructive algorithms', 'math']"
1473B,1473,B,String LCM,1000.0,"['brute force', 'math', 'number theory', 'strings']"
1473A,1473,A,Replacing Elements,800.0,"['greedy', 'implementation', 'math', 'sortings']"
1472G,1472,G,Moving to the Capital,2100.0,"['dfs and similar', 'dp', 'graphs', 'shortest paths']"
1472F,1472,F,New Year's Puzzle,2100.0,"['brute force', 'dp', 'graph matchings', 'greedy', 'sortings']"
1472E,1472,E,Correct Placement,1700.0,"['binary search', 'data structures', 'dp', 'sortings', 'two pointers']"
1472D,1472,D,Even-Odd Game,1200.0,"['dp', 'games', 'greedy', 'sortings']"
1472C,1472,C,Long Jumps,1100.0,"['dp', 'graphs']"
1472B,1472,B,Fair Division,800.0,"['dp', 'greedy', 'math']"
1472A,1472,A,Cards for Friends,800.0,"['greedy', 'math']"
1471B,1471,B,Strange List,1100.0,"['brute force', 'greedy', 'implementation', 'math']"
1471A,1471,A,Strange Partition,900.0,"['greedy', 'math', 'number theory']"
1470F,1470,F,Strange Covering,3500.0,['divide and conquer']
1470E,1470,E,Strange Permutation,3200.0,"['binary search', 'combinatorics', 'data structures', 'dp', 'graphs', 'implementation', 'two pointers']"
1470D,1470,D,Strange Housing,2200.0,"['constructive algorithms', 'dfs and similar', 'graph matchings', 'graphs', 'greedy']"
1470C,1470,C,Strange Shuffle,2500.0,"['binary search', 'brute force', 'constructive algorithms', 'interactive']"
1470B,1470,B,Strange Definition,1900.0,"['bitmasks', 'graphs', 'hashing', 'math', 'number theory']"
1470A,1470,A,Strange Birthday Party,1300.0,"['binary search', 'dp', 'greedy', 'sortings', 'two pointers']"
1469F,1469,F,Power Sockets,2600.0,"['binary search', 'data structures', 'greedy']"
1469E,1469,E,A Bit Similar,2400.0,"['bitmasks', 'brute force', 'hashing', 'string suffix structures', 'strings', 'two pointers']"
1469D,1469,D,Ceil Divisions,1700.0,"['brute force', 'constructive algorithms', 'math', 'number theory']"
1469C,1469,C,Building a Fence,1600.0,"['dp', 'greedy', 'implementation', 'two pointers']"
1469B,1469,B,Red and Blue,1000.0,"['dp', 'greedy']"
1469A,1469,A,Regular Bracket Sequence,1000.0,"['constructive algorithms', 'greedy']"
1468N,1468,N,Waste Sorting,900.0,"['greedy', 'implementation']"
1468M,1468,M,Similar Sets,2300.0,"['data structures', 'graphs', 'implementation']"
1468L,1468,L,Prime Divisors Selection,2700.0,"['binary search', 'greedy', 'math', 'number theory']"
1468K,1468,K,The Robot,1600.0,"['brute force', 'implementation']"
1468J,1468,J,Road Reform,1800.0,"['dsu', 'graphs', 'greedy']"
1468I,1468,I,Plane Tiling,2500.0,"['geometry', 'implementation', 'math']"
